Id,yymmdd_in,yymmdd_out,decy_in,decy_out,hhmm_in,hhmm_out,Lat_in,Lat_out,Long_in,Long_out,QF,Depth,pres,temp,salt,lt1,lt2,lt3,dark,t0,pp,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,TOC,TN,TDP,Bact
2007708108,19950301,19950301,1995.165,,,,31.651,,64.173,,2,140.0,,,36.607,0.49,0.53,0.43,0.38,1.19,0.1,0.282,19.18,36.598,225.3,0.36,0.0,23.39,7.01,,58.6,,,5.1
1007808101,19950316,19950316,1995.206,,,,31.651,,64.195,,2,1.0,,,36.618,4.4,4.57,3.24,0.68,0.33,3.39,0.286,18.958,36.617,227.5,0.4,0.0,28.13,4.76,,61.0,,,4.2
1007808102,19950316,19950316,1995.206,,,,31.651,,64.195,,2,20.0,,,36.617,6.0,5.78,5.9,0.41,0.49,5.48,0.268,18.965,36.618,228.6,0.4,0.0,29.08,4.96,,59.7,,,5.0
1007808103,19950316,19950316,1995.206,,,,31.651,,64.195,,2,40.0,,,36.619,9.1,11.69,10.97,0.31,0.63,10.28,0.364,18.969,36.62,227.4,0.4,0.0,34.23,5.53,,60.4,,,4.5
1007808104,19950316,19950316,1995.206,,,,31.651,,64.195,,2,60.0,,,36.618,5.24,4.49,3.04,0.43,0.45,3.83,0.337,18.959,36.615,227.0,0.43,0.0,27.52,4.82,,61.8,,,4.8
1007808105,19950316,19950316,1995.206,,,,31.651,,64.195,,2,80.0,,,36.617,1.82,2.22,2.09,0.43,0.39,1.61,0.352,18.97,36.618,227.0,0.43,0.0,28.99,5.28,,60.8,,,5.1
1007808106,19950316,19950316,1995.206,,,,31.651,,64.195,,2,100.0,,,36.618,0.89,0.82,0.84,0.39,0.63,0.46,0.295,18.963,36.615,226.4,0.45,0.0,23.17,4.63,,59.9,,,4.7
1007808107,19950316,19950316,1995.206,,,,31.651,,64.195,,2,120.0,,,36.617,0.6,0.48,0.49,0.36,0.48,0.16,0.242,18.97,36.617,226.2,0.48,0.0,24.93,5.47,,60.6,,,4.4
1007808108,19950316,19950316,1995.206,,,,31.651,,64.195,,2,140.0,,,36.617,0.52,0.45,0.5,0.36,0.58,0.13,0.242,18.971,36.617,226.0,0.46,0.0,23.55,4.82,,60.9,,,4.1
2007808101,19950329,19950329,1995.242,,,,31.667,,64.152,,2,1.0,,,36.62,3.05,3.46,2.81,0.41,0.77,2.7,0.165,18.851,36.618,225.3,0.41,0.0,37.67,5.31,,61.6,,,3.8
2007808102,19950329,19950329,1995.242,,,,31.667,,64.152,,2,20.0,,,36.619,4.88,5.48,6.12,0.41,0.59,5.08,0.204,18.862,36.618,225.5,0.44,0.0,26.45,5.05,,62.4,,,6.4
2007808103,19950329,19950329,1995.242,,,,31.667,,64.152,,2,40.0,,,36.617,6.31,7.88,8.48,0.5,0.51,7.06,0.194,18.862,36.62,225.4,0.44,0.0,22.89,5.11,,60.7,,,3.6
2007808104,19950329,19950329,1995.242,,,,31.667,,64.152,,2,60.0,,,36.62,3.23,3.48,3.71,0.61,0.38,2.86,0.194,18.869,36.618,225.4,0.44,0.0,28.77,5.11,,61.5,,,4.2
2007808105,19950329,19950329,1995.242,,,,31.667,,64.152,,2,80.0,,,36.618,1.73,1.63,1.64,0.35,0.51,1.32,0.194,18.849,36.62,225.2,0.44,0.0,34.8,6.28,,60.6,,,4.5
2007808106,19950329,19950329,1995.242,,,,31.667,,64.152,,2,100.0,,,36.618,0.56,0.57,0.68,0.31,0.54,0.29,0.224,18.852,36.62,225.2,0.44,0.0,30.97,5.82,,60.2,,,4.0
2007808107,19950329,19950329,1995.242,,,,31.667,,64.152,,2,120.0,,,36.618,0.68,0.46,0.46,0.47,0.49,0.06,0.194,18.854,36.616,225.3,0.44,0.0,29.23,5.76,,62.7,,,3.7
2007808108,19950329,19950329,1995.242,,,,31.667,,64.152,,2,140.0,,,36.619,0.33,0.35,0.29,0.35,0.52,-0.03,0.194,18.855,36.62,225.2,0.44,0.0,23.42,5.38,,61.7,,,3.7
1007908101,19950411,19950411,1995.277,,,,31.667,,64.166,,2,1.0,,,36.775,6.42,6.32,5.31,0.42,0.26,5.6,0.107,20.01,36.773,222.3,0.0,0.0,23.5,4.22,,64.3,,,3.2
1007908102,19950411,19950411,1995.277,,,,31.667,,64.166,,2,20.0,,,36.774,6.92,5.91,7.53,0.56,0.3,6.23,0.107,20.02,36.773,222.4,0.0,0.0,26.52,4.61,,64.1,,,4.9
1007908103,19950411,19950411,1995.277,,,,31.667,,64.166,,2,40.0,,,36.774,7.1,5.72,7.05,0.47,0.21,6.15,0.117,20.03,36.771,222.3,0.0,0.0,27.32,3.76,,64.3,,,3.7
1007908104,19950411,19950411,1995.277,,,,31.667,,64.166,,2,60.0,,,36.78,5.36,4.7,3.67,0.38,0.26,4.2,0.146,19.958,36.761,222.1,0.0,0.0,24.81,4.87,,62.5,,,3.9
1007908105,19950411,19950411,1995.277,,,,31.667,,64.166,,2,80.0,,,36.772,3.01,2.68,2.69,0.47,0.25,2.32,0.243,19.829,36.743,222.2,0.08,0.0,23.15,4.87,,62.5,,,4.1
1007908106,19950411,19950411,1995.277,,,,31.667,,64.166,,2,100.0,,,36.677,1.62,1.57,1.73,0.25,0.24,1.39,0.078,19.435,36.668,220.7,0.35,0.0,10.81,2.32,,56.5,,,2.9
1007908107,19950411,19950411,1995.277,,,,31.667,,64.166,,2,120.0,,,36.666,0.57,0.67,0.64,0.24,0.27,0.39,0.058,19.776,36.735,217.2,0.66,0.0,10.3,2.19,,55.6,,,2.5
1007908108,19950411,19950411,1995.277,,,,31.667,,64.166,,2,140.0,,,36.646,0.32,0.12,0.35,0.23,0.36,0.03,0.029,19.442,36.669,208.2,1.27,0.04,7.83,1.54,,55.8,,,2.1
2007908101,19950427,19950427,1995.321,,,,31.673,,64.171,,2,1.0,,,36.816,5.31,4.77,8.73,0.95,0.0,5.32,0.021,20.654,36.808,224.1,0.0,0.0,30.21,5.74,,62.8,,,3.8
2007908102,19950427,19950427,1995.321,,,,31.673,,64.171,,2,20.0,,,36.82,7.1,6.69,8.8,0.8,0.0,6.73,0.021,20.564,36.811,224.4,0.0,0.0,35.37,6.06,,64.5,,,6.0
2007908103,19950427,19950427,1995.321,,,,31.673,,64.171,,2,40.0,,,36.738,7.18,8.08,,0.77,0.0,6.86,0.02,19.937,36.758,225.6,0.0,0.0,32.07,6.18,,61.0,,,5.1
2007908104,19950427,19950427,1995.321,,,,31.673,,64.171,,2,60.0,,,36.685,10.92,11.06,8.29,1.23,0.0,8.86,0.082,19.447,36.691,224.8,0.0,0.0,37.21,7.46,,59.1,,,4.9
2007908105,19950427,19950427,1995.321,,,,31.673,,64.171,,2,80.0,,,36.67,6.81,5.14,5.89,0.43,0.0,5.52,0.268,19.114,36.667,228.8,0.0,0.0,32.81,7.26,,59.1,,,5.8
2007908106,19950427,19950427,1995.321,,,,31.673,,64.171,,2,100.0,,,36.662,1.46,1.5,1.64,0.62,0.0,0.91,0.171,19.05,36.663,226.4,0.09,0.0,26.37,5.15,,56.0,,,4.4
2007908107,19950427,19950427,1995.321,,,,31.673,,64.171,,2,120.0,,,36.658,1.12,0.89,1.28,0.85,0.0,0.25,0.052,19.017,36.658,222.7,0.57,0.0,15.67,2.6,,54.0,,,4.8
2007908108,19950427,19950427,1995.321,,,,31.673,,64.171,,2,140.0,,,36.638,0.4,0.88,0.43,0.56,0.0,0.01,0.02,18.88,36.632,219.9,0.85,0.0,10.96,2.6,,53.5,,,4.7
1008008101,19950511,19950511,1995.359,,,,31.669,,64.166,,2,1.0,,,36.605,13.2,14.74,16.08,0.46,1.03,14.21,0.163,18.95,36.607,232.8,0.0,0.0,66.78,10.5,,64.3,,,6.7
1008008102,19950511,19950511,1995.359,,,,31.669,,64.166,,2,20.0,,,36.604,19.22,15.16,17.07,0.64,0.45,16.51,0.22,18.968,36.607,233.2,0.0,0.0,74.21,11.12,,61.5,,,6.4
1008008103,19950511,19950511,1995.359,,,,31.669,,64.166,,2,40.0,,,36.603,10.61,14.52,15.0,0.55,0.48,12.83,0.33,18.94,36.605,232.2,0.0,0.0,70.71,11.12,,61.1,,,5.9
1008008104,19950511,19950511,1995.359,,,,31.669,,64.166,,2,60.0,,,36.602,4.39,4.48,3.72,0.43,0.37,3.77,0.415,18.92,36.602,230.8,0.0,0.0,60.59,10.77,,58.4,,,7.7
1008008105,19950511,19950511,1995.359,,,,31.669,,64.166,,2,80.0,,,36.602,0.96,0.85,0.81,0.34,0.71,0.53,0.195,18.919,36.601,228.6,0.2,0.0,41.33,6.23,,58.5,,,11.0
1008008106,19950511,19950511,1995.359,,,,31.669,,64.166,,2,100.0,,,36.6,1.09,0.61,0.96,0.27,0.39,0.62,0.034,18.562,36.578,217.5,1.42,0.05,13.56,2.31,,54.1,,,3.5
1008008107,19950511,19950511,1995.359,,,,31.669,,64.166,,2,120.0,,,36.578,1.04,0.61,0.38,0.34,0.68,0.34,0.034,18.593,36.591,218.4,1.57,0.06,14.57,3.07,,53.4,,,3.8
1008008108,19950511,19950511,1995.359,,,,31.669,,64.166,,2,140.0,,,36.568,0.6,0.48,0.36,0.38,0.31,0.1,0.023,18.468,36.57,220.2,1.6,0.06,20.83,3.07,,53.2,,,3.0
1008108101,19950613,19950613,1995.45,,,,31.687,,64.165,,2,1.0,,,36.603,3.81,3.8,4.74,0.25,0.39,3.87,0.049,25.263,36.636,212.1,0.0,0.0,29.4,3.68,,66.4,,,4.4
1008108102,19950613,19950613,1995.45,,,,31.687,,64.165,,2,20.0,,,36.716,4.23,3.59,3.79,0.27,0.31,3.6,0.049,21.775,36.706,225.3,0.0,0.0,28.97,4.46,,67.1,,,7.1
1008108103,19950613,19950613,1995.45,,,,31.687,,64.165,,2,40.0,,,36.761,4.42,3.96,3.6,0.3,0.25,3.69,0.068,20.261,36.744,229.3,0.0,0.0,32.09,4.6,,66.6,,,6.0
1008108104,19950613,19950613,1995.45,,,,31.687,,64.165,,2,60.0,,,36.678,3.35,3.77,3.71,0.37,0.25,3.24,0.136,19.698,36.703,231.6,0.0,0.0,38.52,5.43,,65.1,,,8.1
1008108105,19950613,19950613,1995.45,,,,31.687,,64.165,,2,80.0,,,36.659,3.01,3.08,2.71,0.31,0.3,2.62,0.233,19.115,36.648,226.8,0.0,0.0,38.52,6.09,,56.8,,,7.7
1008108106,19950613,19950613,1995.45,,,,31.687,,64.165,,2,100.0,,,36.641,2.49,2.73,2.68,0.26,0.25,2.37,0.156,18.981,36.647,220.3,0.52,0.0,30.47,3.95,,55.7,,,4.9
1008108107,19950613,19950613,1995.45,,,,31.687,,64.165,,2,120.0,,,36.633,0.74,0.73,0.73,0.19,0.25,0.54,0.146,18.877,36.63,218.2,0.93,0.04,26.29,2.26,,55.6,,,4.1
1008108108,19950613,19950613,1995.45,,,,31.687,,64.165,,2,140.0,,,36.63,0.32,0.43,0.3,0.21,0.24,0.14,0.058,18.881,36.644,217.3,1.15,0.05,13.16,1.75,,55.2,,,3.3
1008208101,19950711,19950711,1995.527,,,,31.665,,64.169,,2,1.0,,,36.514,5.18,5.33,5.18,0.53,0.33,4.7,0.039,26.205,36.503,204.9,0.0,0.0,27.47,3.52,,66.0,,,3.2
1008208102,19950711,19950711,1995.527,,,,31.665,,64.169,,2,20.0,,,36.634,5.27,4.38,4.3,0.43,0.34,4.22,0.049,21.45,36.639,231.4,0.0,0.0,43.95,5.75,,63.9,,,6.3
1008208103,19950711,19950711,1995.527,,,,31.665,,64.169,,2,40.0,,,36.584,19.15,17.51,18.75,0.56,0.5,17.91,0.058,19.598,36.626,236.6,0.0,0.0,39.5,5.04,,66.4,,,5.1
1008208104,19950711,19950711,1995.527,,,,31.665,,64.169,,2,60.0,,,36.556,16.36,15.08,16.13,0.39,0.31,15.47,0.117,19.07,36.608,232.9,0.0,0.0,49.78,6.61,,59.7,,,5.5
1008208105,19950711,19950711,1995.527,,,,31.665,,64.169,,2,80.0,,,36.55,3.23,3.15,3.32,0.28,0.34,2.95,0.185,18.874,36.602,233.6,0.0,0.0,66.07,7.93,,60.5,,,6.1
1008208106,19950711,19950711,1995.527,,,,31.665,,64.169,,2,100.0,,,36.547,0.36,0.4,0.41,0.28,0.35,0.11,1.147,18.605,36.577,227.5,0.19,0.0,95.0,14.05,,59.4,,,5.9
1008208107,19950711,19950711,1995.527,,,,31.665,,64.169,,2,120.0,,,36.546,0.24,0.27,0.32,0.35,0.34,-0.07,0.574,18.343,36.549,218.8,1.41,0.04,33.81,5.82,,55.2,,,4.7
1008208108,19950711,19950711,1995.527,,,,31.665,,64.169,,2,140.0,,,36.547,0.23,0.23,0.25,0.26,0.31,-0.02,0.107,18.328,36.548,218.1,1.94,0.09,16.02,2.4,,53.1,,,2.8
1008308101,19950819,19950819,1995.633,,,,31.665,,64.167,,2,1.0,,,36.662,3.13,2.7,2.62,0.17,0.14,2.65,,24.79,36.619,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308102,19950819,19950819,1995.633,,,,31.665,,64.167,,2,20.0,,,36.66,2.67,2.76,2.98,0.29,0.19,2.51,,24.514,36.617,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308103,19950819,19950819,1995.633,,,,31.665,,64.167,,2,40.0,,,36.607,2.32,2.77,2.85,0.35,0.16,2.3,,24.433,36.616,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308104,19950819,19950819,1995.633,,,,31.665,,64.167,,2,60.0,,,36.675,3.85,3.74,3.66,0.42,0.21,3.33,,21.511,36.673,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308105,19950819,19950819,1995.633,,,,31.665,,64.167,,2,80.0,,,36.605,3.95,3.16,3.9,0.38,0.19,3.29,,19.703,36.631,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308106,19950819,19950819,1995.633,,,,31.665,,64.167,,2,100.0,,,36.599,4.23,2.85,4.9,0.24,0.2,3.75,,19.21,36.626,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308107,19950819,19950819,1995.633,,,,31.665,,64.167,,2,120.0,,,36.604,,1.4,,0.23,0.33,1.17,,19.031,36.612,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008308108,19950819,19950819,1995.633,,,,31.665,,64.167,,2,140.0,,,36.595,0.7,,0.43,0.26,0.41,0.3,,18.82,36.595,210.0,2.78,0.13,29.62,1.43,,51.3,,,1.4
1008408101,19950913,19950913,1995.702,,,,31.668,,64.166,,2,1.0,,,36.68,3.11,2.92,2.66,0.28,0.23,2.62,0.03,27.125,36.722,203.3,0.0,0.0,25.58,3.53,,64.5,,,4.0
1008408102,19950913,19950913,1995.702,,,,31.668,,64.166,,2,20.0,,,36.66,3.6,3.37,3.78,0.34,0.2,3.24,0.039,26.213,36.744,205.2,0.0,0.0,24.12,3.3,,65.1,,,3.8
1008408103,19950913,19950913,1995.702,,,,31.668,,64.166,,2,40.0,,,36.641,4.59,5.06,4.76,0.35,0.18,4.45,0.039,26.04,36.754,205.3,0.0,0.0,26.21,3.42,,64.6,,,4.9
1008408104,19950913,19950913,1995.702,,,,31.668,,64.166,,2,60.0,,,36.667,1.91,1.97,1.82,0.35,0.22,1.55,0.078,23.905,36.657,222.5,0.0,0.0,27.75,3.95,,62.9,,,5.9
1008408105,19950913,19950913,1995.702,,,,31.668,,64.166,,2,80.0,,,36.603,4.31,4.03,4.12,0.34,0.19,3.81,0.146,21.009,36.609,229.1,0.0,0.0,26.14,4.27,,59.6,,,4.5
1008408106,19950913,19950913,1995.702,,,,31.668,,64.166,,2,100.0,,,36.624,4.77,4.72,4.55,0.26,0.24,4.42,0.243,19.681,36.627,200.4,1.84,0.07,28.23,4.39,,56.9,,,3.4
1008408107,19950913,19950913,1995.702,,,,31.668,,64.166,,2,120.0,,,36.619,0.49,0.87,0.84,0.26,0.22,0.47,0.136,19.437,36.61,206.6,1.47,0.06,15.88,2.77,,57.3,,,2.5
1008408108,19950913,19950913,1995.702,,,,31.668,,64.166,,2,140.0,,,36.593,0.4,0.41,0.29,0.21,0.29,0.16,0.058,19.011,36.602,203.2,2.0,0.09,20.98,2.7,,56.1,,,2.4
1008508101,19951013,19951013,1995.784,,,,31.668,,64.168,,2,1.0,,,36.639,1.81,2.3,2.98,0.44,0.4,1.92,0.039,26.531,36.643,203.5,0.0,0.0,22.61,2.83,,64.7,,,4.1
1008508102,19951013,19951013,1995.784,,,,31.668,,64.168,,2,20.0,,,36.636,1.68,4.27,2.81,0.51,0.77,2.41,0.049,26.447,36.642,203.2,0.0,0.0,24.68,3.17,,65.7,,,4.7
1008508103,19951013,19951013,1995.784,,,,31.668,,64.168,,2,40.0,,,36.622,3.31,4.5,5.04,0.53,0.43,3.75,0.049,25.996,36.632,208.0,0.0,0.0,23.83,3.17,,65.0,,,4.3
1008508104,19951013,19951013,1995.784,,,,31.668,,64.168,,2,60.0,,,36.582,3.87,3.87,4.1,0.53,1.1,3.42,0.087,23.982,36.61,229.1,0.0,0.0,26.64,4.07,,64.0,,,5.9
1008508105,19951013,19951013,1995.784,,,,31.668,,64.168,,2,80.0,,,36.591,3.53,3.71,2.8,0.66,0.36,2.69,0.185,20.05,36.601,223.8,0.0,0.0,23.32,4.0,,58.9,,,5.3
1008508106,19951013,19951013,1995.784,,,,31.668,,64.168,,2,100.0,,,36.6,2.12,2.65,3.01,0.56,0.44,2.03,0.204,19.584,36.613,222.1,0.0,0.0,23.63,4.35,,59.6,,,2.8
1008508107,19951013,19951013,1995.784,,,,31.668,,64.168,,2,120.0,,,36.59,0.8,1.4,0.85,0.44,0.8,0.58,0.185,18.995,36.603,211.6,0.63,0.0,16.76,2.96,,57.4,,,2.6
1008508108,19951013,19951013,1995.784,,,,31.668,,64.168,,2,140.0,,,36.577,0.32,0.8,0.39,0.33,0.68,0.17,0.058,18.85,36.603,209.3,1.49,0.05,11.31,1.92,,54.0,,,2.1
1008608101,19951111,19951111,1995.863,,,,31.666,,64.167,,2,1.0,,,36.519,7.01,6.19,6.7,0.34,0.38,6.29,0.117,23.727,36.497,208.4,0.0,0.0,27.55,4.31,,65.4,,,4.0
1008608102,19951111,19951111,1995.863,,,,31.666,,64.167,,2,20.0,,,36.518,6.64,5.15,6.1,0.47,0.77,5.49,0.156,23.832,36.507,208.0,0.0,0.0,25.93,4.58,,64.5,,,4.6
1008608103,19951111,19951111,1995.863,,,,31.666,,64.167,,2,40.0,,,36.517,6.29,5.99,5.86,0.46,0.31,5.59,0.156,23.823,36.506,208.2,0.0,0.0,23.91,3.9,,64.5,,,3.3
1008608104,19951111,19951111,1995.863,,,,31.666,,64.167,,2,60.0,,,36.516,2.63,2.55,2.73,0.41,0.42,2.23,0.175,23.743,36.498,208.4,0.0,0.0,24.49,3.97,,64.4,,,4.7
1008608105,19951111,19951111,1995.863,,,,31.666,,64.167,,2,80.0,,,36.63,4.14,3.28,3.35,0.47,0.4,3.12,0.204,22.737,36.593,208.7,0.0,0.0,24.55,4.24,,64.1,,,4.9
1008608106,19951111,19951111,1995.863,,,,31.666,,64.167,,2,100.0,,,36.613,0.85,0.67,,0.38,0.57,0.38,0.204,20.713,36.614,222.3,0.08,0.0,16.7,3.15,,61.4,,,2.9
1008608107,19951111,19951111,1995.863,,,,31.666,,64.167,,2,120.0,,,36.605,0.36,0.59,0.32,0.34,0.3,0.09,0.175,19.571,36.596,215.5,0.37,0.0,12.86,2.2,,57.9,,,2.6
1008608108,19951111,19951111,1995.863,,,,31.666,,64.167,,2,140.0,,,36.593,0.3,0.34,0.38,0.23,0.49,0.11,0.097,19.112,36.595,209.5,0.87,0.0,8.36,1.86,,56.8,,,2.2
1008708101,19951215,19951215,1995.957,,,,31.666,,64.164,,2,1.0,,,36.592,3.73,3.52,3.24,0.34,0.35,3.15,0.134,21.846,36.588,214.9,0.0,0.0,35.69,6.16,0.013,64.0,,97.0,3.5
1008708102,19951215,19951215,1995.957,,,,31.666,,64.164,,2,20.0,,,36.591,5.22,5.67,5.92,0.25,0.32,5.36,0.124,21.721,36.576,215.3,0.0,0.0,24.43,4.35,0.015,63.9,,76.0,5.2
1008708103,19951215,19951215,1995.957,,,,31.666,,64.164,,2,40.0,,,36.591,4.28,4.49,4.4,0.34,0.27,4.06,0.154,21.665,36.582,215.6,0.0,0.0,25.49,4.35,0.012,62.9,,72.0,4.8
1008708104,19951215,19951215,1995.957,,,,31.666,,64.164,,2,60.0,,,36.593,2.49,2.28,2.57,0.39,0.4,2.06,0.178,21.635,36.572,215.7,0.0,0.0,25.46,4.56,0.011,64.6,,152.0,5.3
1008708105,19951215,19951215,1995.957,,,,31.666,,64.164,,2,80.0,,,36.627,1.99,1.78,1.59,0.26,0.4,1.53,0.232,21.636,36.573,215.6,0.0,0.0,22.01,4.7,0.012,60.9,,93.0,5.0
1008708106,19951215,19951215,1995.957,,,,31.666,,64.164,,2,100.0,,,36.627,0.58,0.64,0.57,0.23,0.3,0.37,0.106,21.473,36.594,213.7,0.11,0.0,15.84,3.25,0.011,59.0,,74.0,3.4
1008708107,19951215,19951215,1995.957,,,,31.666,,64.164,,2,120.0,,,36.629,0.52,0.46,0.41,0.17,0.35,0.29,0.077,20.896,36.636,211.4,0.37,0.0,13.61,3.11,0.008,55.4,,86.0,2.6
1008708108,19951215,19951215,1995.957,,,,31.666,,64.164,,2,140.0,,,36.635,0.3,0.25,0.32,0.26,0.35,0.03,0.057,20.152,36.643,207.7,0.85,0.04,10.64,2.21,0.004,55.8,,116.0,2.4
1008808101,19960130,19960130,1996.083,,,,31.67,,64.164,,2,1.0,,,36.656,11.44,12.27,11.12,0.41,0.36,11.2,0.293,19.333,36.66,224.8,0.24,0.0,35.3,6.09,0.018,60.4,,85.0,2.9
1008808102,19960130,19960130,1996.083,,,,31.67,,64.164,,2,20.0,,,36.654,13.9,12.98,13.36,0.35,0.2,13.06,0.354,19.209,36.652,224.8,0.24,0.0,34.99,5.9,0.024,60.4,,75.0,3.8
1008808103,19960130,19960130,1996.083,,,,31.67,,64.164,,2,40.0,,,36.654,6.76,6.59,6.81,0.28,0.23,6.44,0.366,19.274,36.659,224.1,0.31,0.0,39.35,6.7,0.022,60.0,,82.0,3.8
1008808104,19960130,19960130,1996.083,,,,31.67,,64.164,,2,60.0,,,36.656,2.47,2.46,2.46,0.29,0.23,2.17,0.305,19.246,36.655,223.6,0.41,0.0,25.6,4.97,0.022,59.8,,82.0,3.8
1008808105,19960130,19960130,1996.083,,,,31.67,,64.164,,2,80.0,,,36.656,0.97,1.01,0.98,0.24,0.21,0.74,0.257,19.241,36.655,223.1,0.45,0.0,23.72,4.63,0.015,60.2,,116.0,3.2
1008808106,19960130,19960130,1996.083,,,,31.67,,64.164,,2,100.0,,,36.655,0.43,0.42,0.46,0.26,0.17,0.17,0.139,19.22,36.659,222.1,0.6,0.04,18.15,3.76,0.012,59.0,,100.0,2.3
1008808107,19960130,19960130,1996.083,,,,31.67,,64.164,,2,120.0,,,36.655,0.23,0.3,0.29,0.26,0.22,0.02,0.12,19.211,36.662,221.1,0.66,0.0,15.95,3.17,0.016,59.7,,90.0,3.2
1008808108,19960130,19960130,1996.083,,,,31.67,,64.164,,2,140.0,,,36.657,0.24,0.2,0.23,0.23,0.23,0.0,0.163,19.217,36.664,221.7,0.66,0.0,18.97,3.5,0.013,59.4,,93.0,3.3
1008908201,19960215,19960215,1996.127,,,,31.637,,64.164,,2,1.0,,,36.648,8.47,8.49,9.13,0.37,0.23,8.32,0.0,19.08,36.655,225.7,0.52,0.0,29.5,0.0,0.023,61.7,,40.0,3.2
1008908202,19960215,19960215,1996.127,,,,31.637,,64.164,,2,20.0,,,36.647,12.45,12.16,,0.19,0.28,12.11,0.342,19.435,36.75,225.3,0.49,0.0,32.86,5.82,0.017,61.6,,86.0,4.2
1008908203,19960215,19960215,1996.127,,,,31.637,,64.164,,2,40.0,,,36.647,11.44,10.12,,0.22,0.21,10.56,0.366,19.168,36.688,224.5,0.51,0.0,31.84,5.69,0.024,61.1,,76.0,2.7
1008908204,19960215,19960215,1996.127,,,,31.637,,64.164,,2,60.0,,,36.646,3.87,3.85,3.63,0.21,0.24,3.57,0.33,19.003,36.644,223.9,0.56,0.0,28.02,4.66,0.015,60.5,,77.0,3.5
1008908205,19960215,19960215,1996.127,,,,31.637,,64.164,,2,80.0,,,36.647,1.32,1.35,,0.19,0.18,1.15,0.281,19.057,36.645,223.7,0.57,0.0,30.63,5.3,0.018,60.4,,103.0,3.5
1008908206,19960215,19960215,1996.127,,,,31.637,,64.164,,2,100.0,,,36.648,0.5,0.35,0.66,0.2,0.2,0.3,0.33,19.059,36.645,223.6,0.56,0.0,26.77,5.17,0.013,61.4,,93.0,2.9
1008908207,19960215,19960215,1996.127,,,,31.637,,64.164,,2,120.0,,,36.646,0.27,0.36,0.27,0.24,0.27,0.06,0.268,19.024,36.649,223.4,0.6,0.0,24.41,4.66,0.021,60.6,,89.0,4.2
1008908208,19960215,19960215,1996.127,,,,31.637,,64.164,,2,140.0,,,36.648,0.29,0.21,0.23,0.25,0.23,-0.01,0.305,19.047,36.646,223.7,0.49,0.0,24.19,4.85,0.01,58.9,,114.0,4.5
2008908101,19960228,19960228,1996.162,,,,31.666,,64.167,,2,1.0,,,36.72,9.87,7.5,10.03,4.2,0.43,4.93,0.281,19.463,36.723,222.8,0.22,0.0,26.43,4.84,0.015,60.1,,109.0,3.6
2008908102,19960228,19960228,1996.162,,,,31.666,,64.167,,2,20.0,,,36.719,11.66,11.95,11.95,3.4,0.97,8.45,0.305,19.197,36.72,222.6,0.22,0.0,32.42,5.76,0.018,61.5,,82.0,4.7
2008908103,19960228,19960228,1996.162,,,,31.666,,64.167,,2,40.0,,,36.718,9.88,9.05,9.37,2.54,0.49,6.89,0.366,19.203,36.719,222.5,0.23,0.0,31.95,5.3,0.012,60.6,,97.0,3.3
2008908104,19960228,19960228,1996.162,,,,31.666,,64.167,,2,60.0,,,36.719,3.3,5.99,5.7,3.2,0.4,1.79,0.428,19.2,36.719,222.3,0.24,0.0,29.63,5.43,0.018,61.5,,84.0,4.7
2008908105,19960228,19960228,1996.162,,,,31.666,,64.167,,2,80.0,,,36.718,4.76,4.12,,4.12,3.51,0.32,0.342,19.201,36.719,221.9,0.27,0.0,23.62,3.12,0.015,61.3,,85.0,5.0
2008908106,19960228,19960228,1996.162,,,,31.666,,64.167,,2,100.0,,,36.715,3.8,3.65,3.63,3.61,0.37,0.08,0.366,19.206,36.72,221.6,0.28,0.0,21.66,4.51,0.015,61.9,,93.0,2.4
2008908107,19960228,19960228,1996.162,,,,31.666,,64.167,,2,120.0,,,36.718,1.14,3.5,3.35,0.46,1.99,2.2,0.305,19.205,36.718,221.4,0.28,0.0,25.88,5.48,0.013,61.7,,90.0,4.7
2008908108,19960228,19960228,1996.162,,,,31.666,,64.167,,2,140.0,,,36.689,3.54,2.97,3.55,2.57,0.31,0.78,0.268,19.208,36.718,221.4,0.28,0.0,23.54,4.64,0.018,59.8,,101.0,3.8
1009008101,19960315,19960315,1996.205,,,,31.669,,64.151,,2,1.0,,,36.71,5.52,,,1.11,1.15,4.41,0.087,20.065,36.716,222.0,0.0,0.0,24.59,4.38,0.009,62.7,,67.0,4.1
1009008102,19960315,19960315,1996.205,,,,31.669,,64.151,,2,20.0,,,36.709,6.03,6.96,6.96,0.54,0.46,6.1,0.106,19.908,36.711,222.2,0.0,0.0,27.13,4.45,0.01,62.4,,49.0,5.5
1009008103,19960315,19960315,1996.205,,,,31.669,,64.151,,2,40.0,,,36.716,6.1,5.76,5.5,0.53,0.67,5.26,0.144,19.883,36.71,221.2,0.0,0.0,32.21,5.77,0.011,62.6,,66.0,4.2
